Groups,GC
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,high
50,mean
50,mean
50,mean
50,mean
50,mean
50,mean
50,mean
50,mean
50,mean
50,mean
50,mean
50,mean
50,mean
50,mean
50,mean
50,mean
51,high
51,mean
51,mean
51,mean
51,mean
51,mean
51,mean
51,mean
51,mean
51,mean
51,mean
51,mean
51,mean
51,mean
51,mean
51,mean
51,mean
51,mean
51,mean
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
51,low
52,lower
52,low
52,low
52,low
52,low
52,low
52,low
52,low
52,low
52,low
52,low
52,low
52,low
52,low
52,low
52,low
52,low
52,low
52,low
52,low
52,low
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
52,lower
53,mean
53,high
53,high
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
53,mean
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,low
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
54,lower
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
55,high
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
56,higher
57,mean
57,mean
57,mean
57,mean
57,mean
57,mean
57,mean
57,mean
57,mean
57,mean
57,mean
57,mean
57,mean
57,mean
57,mean
57,mean
57,mean
57,mean
57,mean
57,mean
57,mean
57,mean
57,mean
57,mean
57,mean
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
57,low
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,high
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
58,mean
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,high
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
59,mean
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
60,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
61,low
62,low
62,low
62,low
62,low
62,low
62,low
62,low
62,low
62,low
62,low
62,low
62,low
62,low
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
62,lower
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,mean
63,mean
63,mean
63,mean
63,mean
63,mean
63,mean
63,mean
63,mean
63,mean
63,mean
63,mean
63,mean
63,mean
63,mean
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,high
63,mean
64,high
64,high
64,mean
64,high
64,high
64,high
64,high
64,high
64,high
64,high
64,high
64,high
64,high
64,high
64,high
64,high
64,high
64,high
64,high
64,high
64,high
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
64,mean
65,lower
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,low
65,lower
65,lower
65,lower
65,lower
65,lower
65,lower
65,lower
65,lower
65,lower
65,lower
65,lower
65,lower
65,lower
65,lower
65,lower
65,lower
65,lower
65,lower
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,mean
66,low
66,low
66,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
67,low
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,high
68,high
68,high
68,high
68,high
68,high
68,high
68,high
68,high
68,high
68,high
68,high
68,high
68,high
68,high
68,high
68,high
68,high
68,high
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
68,mean
69,high
69,higher
69,higher
69,higher
69,higher
69,higher
69,higher
69,higher
69,higher
69,higher
69,higher
69,higher
69,higher
69,higher
69,higher
69,higher
69,higher
69,higher
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
69,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,high
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
70,mean
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
71,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
72,low
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,higher
73,high
73,high
73,high
73,high
73,high
73,high
73,high
73,high
73,high
73,high
73,high
73,high
73,high
73,high
73,high
73,high
73,high
73,high
74,low
74,low
74,low
74,low
74,low
74,low
74,low
74,low
74,low
74,low
74,low
74,low
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
74,lower
75,mean
75,mean
75,mean
75,mean
75,mean
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
75,low
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
76,mean
77,high
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
77,mean
78,low
78,low
78,low
78,low
78,low
78,low
78,low
78,low
78,low
78,low
78,low
78,low
78,low
78,low
78,low
78,low
78,low
78,low
78,low
78,low
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
78,lower
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
79,low
80,mean
80,high
80,high
80,high
80,high
80,high
80,high
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
80,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
81,mean
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
82,lower
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,high
83,high
83,high
83,high
83,high
83,high
83,high
83,high
83,high
83,high
83,high
83,high
83,high
83,high
83,high
83,high
83,high
83,high
83,higher
83,higher
83,higher
83,higher
83,higher
83,higher
83,high
83,high
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
84,low
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,high
85,mean
85,mean
85,mean
85,mean
85,mean
85,mean
85,mean
85,mean
85,mean
85,mean
85,mean
85,mean
85,mean
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
86,low
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,higher
87,high
88,mean
88,mean
88,mean
88,mean
88,mean
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
88,low
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,mean
89,low
89,low
89,low
89,low
89,low
89,low
89,low
89,low
89,low
89,low
89,low
89,low
89,low
89,low
89,low
89,low
89,low
89,low
89,low
89,low
89,low
89,low
90,mean
90,mean
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
90,low
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,high
91,mean
91,mean
91,mean
91,mean
91,mean
91,mean
91,mean
91,mean
91,mean
91,mean
91,mean
91,mean
91,mean
91,mean
91,mean
92,low
92,low
92,low
92,low
92,low
92,low
92,low
92,low
92,low
92,low
92,low
92,low
92,low
92,low
92,low
92,low
92,low
92,low
92,low
92,low
92,low
