Psum,smallest,small,average,large,lower,low,mean,high,higher,circular,linear,rep_cluster_707,MOBF,MOBP,MOBQ,MOBC,MOBH,MOBV,MPF_F,MPF_I,MPF_T,oriT_MOBP,PF09140.14,PF00528.25,PF03466.23,PF04335.16,PF13728.9,PF16932.8,PF00271.34,PF13817.9,PF11799.11,PF13520.9,PF01751.25,PF03524.18,PF12293.11,PF12696.10,PF02796.18,PF04945.16,PF00486.31,PF03050.17,PF13304.9,PF02775.24,PF06586.14,PF00126.30,PF02776.21,PF13560.9,PF00702.29,PF00005.30,PF00145.20,PF06067.14,PF01443.21,PF00665.29,PF06986.14,PF02899.20,PF08388.14,PF06952.14,PF02463.22,PF01609.24,PF18821.4,PF07690.19,PF00239.24,PF07732.18,PF01131.23,PF13700.9,PF05101.16,PF13671.9,PF08751.14,PF06406.14,PF01464.23,PF06122.14,PF07424.14,PF00440.26,PF00892.23,PF01580.21,PF19357.2,PF06290.14,PF00753.30,PF00532.24,PF13683.9,PF16509.8,PF00497.23,PF00816.24,PF13586.9,PF00817.23,PF08534.13,PF09673.13,PF07996.14,PF08535.13,PF13333.9,PF16816.8,PF13610.9,PF13518.9,PF04956.16,PF09676.13,PF02737.21,PF07728.17,PF09677.13,PF03135.17,PF00589.25,PF13276.9,PF01527.23,PF13434.9,PF03743.17,PF01850.24,PF12831.10,PF13007.10,PF13340.9,PF02374.18,PF00436.28,PF00717.26,PF19044.3,PF02534.17,PF07015.14,PF00437.23,PF02195.21,PF10609.12,PF06564.15,PF00122.23,PF02518.29,PF13751.9,PF01022.23,PF05309.14,PF01266.27,PF01547.28,PF05513.14,PF13708.9,PF11393.11,PF04610.17,PF01381.25,PF13342.9,PF13416.9,PF13604.9,PF00462.27,PF02811.22,PF07733.15,PF17657.4,PF13154.9,PF05284.15,PF13155.9,PF13442.9,PF14579.9,PF00034.24,PF18555.4
5,0.99,0.01,0,0,0,0.01,0.98,0.01,0,0.88,0.11,0,0.54,0.01,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0.031358885,0,0,0,0,0,0,0.037601626,0,0,0.055853099,0.190972222,0,0,0.041763341,0,0,0,0.009453782,0.134453782,0,0,0.024680073,0,0,0,0,0,0.050054407,0,0.043902439,0.032190343,0,0,0.075040783,0,0,0,0,0.01734104,0,0,0.020501139,0.049180328,0,0,0,0,0,0.073431242,0,0,0,0,0,0.080357143,0,0,0,0.042857143,0,0.05848329,0.091823899,0,0,0,0.03930131,0,0,0,0.028571429,0.115335868,0,0,0,0,0.062068966,0,0,0,0,0,0,0,0.015151515,0.013412817,0,0,0,0,0,0.035573123,0,0,0,0,0,0,0,0.182096404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.9,0.08,0.02,0,0.24,0.76,0,0,0,0.9,0.09,0,0,0.31,0.01,0,0,0.56,0,0,0,0.24,0,0,0.039443155,0,0,0,0,0,0,0,0,0,0,0,0.265243902,0,0,0,0.102430556,0,0,0.039443155,0,0.091818182,0.155963303,0.115546218,0,0,0,0.439670932,0,0,0,0,0.078703704,0.008705114,0,0.891056911,0.182645206,0,0,0,0,0.033898305,0,0,0,0,0,0.056947608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314267352,0.010062893,0,0,0.0625,0,0,0,0.007305936,0,0,0,0,0,0,0,0,0.0436457,0,0.086734694,0,0,0,0,0,0.049418605,0.041463415,0.133858268,0,0.040816327,0.217391304,0,0,0,0,0,0,0,0.090283091,0,0,0,0.103030303,0.111111111,0,0,0,0,0,0,0,0,0
5,0.4,0,0,0.594059406,0.6,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.014634146,0.020408163,0.027842227,0,0,0,0.056372549,0,0,0,0,0,0,0.015075377,0,0.179104478,0.252136752,0.026778883,0.121527778,0,0,0.027842227,0,0.020909091,0,0.073529412,0,0,0.020869565,0.042961609,0,0.050997783,0.421428571,0,0,0.229597388,0,0.037398374,0,0,0,0,0,0,0,0,0.023121387,0,0,0.027334852,0,0.070121951,0,0,0.115577889,0,0.078771696,0,0.099173554,0,0.021238938,0,0,0,0,0,0.036507937,0,0.007712082,0.088050314,0,0,0,0.152838428,0,0,0.074885845,0.019047619,0.015209125,0,0,0.02238806,0,0,0.051094891,0.015404365,0,0,0,0.018720749,0,0,0.017883756,0.01744186,0,0,0.169064748,0,0,0,0,0,0,0,0,0,0.035960214,0,0,0,0.072727273,0,0,0,0,0,0,0,0,0,0
5,0.48,0,0,0.514851485,0,0,0.29,0.62,0.1,1,0,0,0,0.28,0.28,0,0.07,0,0,0,0.38,0.29,0.084146341,0.523809524,0.076566125,0.144278607,0.021021021,0,0,0.327526132,0.017857143,0,0.01025641,0.112403101,0,0.086683417,0.022357724,0,0.123931624,0.116296863,0.157986111,0,0.03271028,0.083526682,0,0,0.100917431,0.18697479,0.008403361,0,0.069565217,0.020109689,0.03271028,0.031042129,0.05,0,0,0.019586507,0,0.058536585,0.040587824,0,0.009456265,0.053833605,0.168115942,0.016949153,0,0,0.063583815,0.03271028,0,0.066059226,0.021857923,0,0,0,0.035175879,0.369230769,0.009345794,0,0.239669421,0.015909091,0,0.017857143,0,0.03271028,0,0,0.006349206,0,0.008997429,0.017610063,0.144278607,0.03271028,0,0.061135371,0,0.148717949,0.095890411,0.006349206,0.11913815,0,0.154228856,0.054104478,0.236842105,0.213793103,0,0.037227214,0.00886918,0.017857143,0.07797271,0.090483619,0.072,0.104377104,0.070044709,0.052325581,0.035365854,0.015748031,0.089928058,0.020408163,0.007905138,0.03271028,0.314079422,0.340659341,0,0.02020202,0,0.120582121,0.010711553,0,0.343195266,0.078610603,0,0.045751634,0.045751634,0.045751634,0.012383901,0.033333333,0.011904762,0,0,0,0
5,0.42,0,0,0.574257426,1,0,0,0,0,0.95,0.05,0,0,0,0,0,0,0.02,0,0.02,0.19,0,0.004878049,0.010204082,0,0,0.006006006,0,0.12745098,0,0.005102041,0,0.128205128,0,0,0.060301508,0.007113821,0,0.02991453,0.003060444,0.026041667,0,0.009345794,0,0,0.031818182,0,0.033613445,0.073529412,0,0.097391304,0.011882998,0.009345794,0.133037694,0.121428571,0,0.027777778,0.040261153,0,0.009756098,0.028691393,0,0.080378251,0.003262643,0,0.029661017,0,0.005102041,0.075144509,0.009345794,0,0,0.021857923,0.067073171,0.009345794,0,0.055276382,0,0.008010681,0,0.033057851,0,0,0.005102041,0.035714286,0.009345794,0,0,0.00952381,0,0.004498715,0.011320755,0,0.009345794,0,0.187772926,0,0,0.071232877,0.00952381,0.00887199,0,0.004975124,0.003731343,0,0,0,0.005134788,0.161862528,0.005102041,0.066276803,0.067082683,0.004,0.102693603,0.035767511,0.005813953,0.002439024,0,0.061151079,0.035714286,0.003952569,0.009345794,0,0.010989011,0,0.045454545,0,0,0.087222647,0.051282051,0,0.074954296,0.103030303,0.156862745,0.222222222,0.169934641,0,0,0.011904762,0,0.156862745,0,0
5,0.09,0.03,0.12,0.742574257,0,0.04,0.42,0.52,0.02,0.96,0.03,0,0.02,0.06,0.02,0.04,0.68,0,0.69,0.04,0.07,0.07,0.064634146,0.005102041,0.027842227,0.017412935,0.117117117,0.012738854,0.004901961,0.034843206,0.068877551,0.007692308,0.064102564,0.015503876,0.01242236,0.052763819,0.086382114,0.074626866,0.055555556,0.140015302,0.032986111,0,0.182242991,0.078886311,0,0.022727273,0.036697248,0.015756303,0.12394958,0.003875969,0.095652174,0.10786106,0.168224299,0.053215078,0.028571429,0.014388489,0.013888889,0.156692057,0,0.141463415,0.076976907,0.022988506,0.059101655,0.110929853,0.011594203,0.038135593,0.001828154,0.06377551,0.08477842,0.182242991,0.010309278,0.127562642,0.06557377,0,0.172897196,0.014492754,0.045226131,0.005128205,0.098798398,0.007117438,0.008264463,0.095454545,0.007079646,0.066326531,0.008928571,0.172897196,0.008316008,0.074733096,0.063492063,0.012738854,0.133676093,0.088050314,0.012437811,0.186915888,0.03125,0.165938865,0.006134969,0.01025641,0.107762557,0.095238095,0.081115336,0.008264463,0.121890547,0.005597015,0,0.034482759,0.005839416,0.038510911,0.033259424,0.066326531,0.079922027,0.009360374,0.006,0.016835017,0.081967213,0.040697674,0.006097561,0.027559055,0.079136691,0.025510204,0.049407115,0.186915888,0.014440433,0,0.00591716,0.212121212,0.012578616,0.01039501,0.04055088,0.01025641,0.00591716,0.007312614,0.006060606,0,0,0,0,0,0,0,0,0,0
4.999504069,0.25,0,0,0.732673267,0,0,0,0,1,0.88,0.12,0,0,0.12,0,0,0,0,0,0,0,0,0.037804878,0.340136054,0.129930394,0,0,0,0.012254902,0.052264808,0,0,0,0,0,0,0.005081301,0,0.085470085,0.011476664,0.159722222,0.045454545,0,0.129930394,0.056818182,0.028181818,0.03058104,0.236344538,0,0,0.008695652,0.042047532,0,0.011086475,0,0,0,0.0609358,0,0.032520325,0.006997901,0,0,0,0,0.021186441,0,0,0,0,0,0.059225513,0.109289617,0.015243902,0,0,0,0.158974359,0.041388518,0,0.082644628,0,0.063716814,0,0,0,0,0,0.023809524,0,0,0.032704403,0,0,0.1171875,0.021834061,0,0,0.00913242,0.041269841,0.051964512,0.041322314,0,0.018656716,0,0.051724138,0.059854015,0.006418485,0,0,0,0,0,0.008417508,0.046199702,0.007267442,0.024390244,0.039370079,0.071942446,0,0.009881423,0,0.202166065,0.307692308,0,0,0,0,0.023718439,0,0.183431953,0,0,0,0,0,0,0,0,0,0,0,0
4.863007398,0.8,0,0,0.198019802,0.2,0.8,0,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0.203658537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242732558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.835214028,0.2,0,0.2,0.594059406,0.2,0.8,0,0,0,0.8,0.2,0,0,0.2,0,0,0,0,0,0,0.4,0,0.013414634,0,0.025522042,0,0,0,0.112745098,0,0,0,0,0,0,0.057788945,0.011178862,0,0,0.00841622,0.059027778,0,0,0.025522042,0,0.041818182,0.033639144,0.048319328,0.023109244,0,0,0.115173675,0,0.201773836,0.571428571,0,0.050925926,0.199129489,0,0.037398374,0,0,0,0.037520392,0,0,0,0,0.044315992,0,0,0,0,0.033536585,0,0,0,0.056410256,0.198931909,0,0,0,0,0,0,0,0,0,0.236507937,0,0.029562982,0.143396226,0,0.051401869,0,0,0,0,0.188127854,0.217460317,0.130544994,0,0.027363184,0,0,0,0,0,0,0,0.044834308,0.071762871,0.046,0.038720539,0,0,0,0,0.039568345,0.234693878,0.045454545,0,0,0,0,0,0,0,0.078806427,0,0,0,0,0,0,0,0.07120743,0,0.068452381,0,0,0,0.041666667
4.782568178,1,0,0,0,0,0,0.16,0.83,0,0.96,0.04,0,0,0.73,0,0,0,0,0,0,0,0.54,0.012195122,0.013605442,0.004640371,0,0.018018018,0,0.004901961,0.006968641,0.025510204,0,0,0,0,0.005025126,0.024390244,0,0,0.021423106,0.140625,0,0.009345794,0.004640371,0,0.02,0.006116208,0.045168067,0.050420168,0,0.003478261,0.050274223,0.009345794,0,0,0.014388489,0.027777778,0.042437432,0,0.01300813,0.052484255,0,0,0.109298532,0,0,0.003656307,0.005102041,0.003853565,0.018691589,0,0.018223235,0.032786885,0.006097561,0.009345794,0.014492754,0.010050251,0.01025641,0.062750334,0,0.016528926,0,0,0.015306122,0,0.009345794,0,0.007117438,0.022222222,0,0.017994859,0.06918239,0,0.009345794,0,0,0.012269939,0,0.021917808,0.068253968,0.067173638,0,0.004975124,0.003731343,0,0.006896552,0,0.010269576,0.00443459,0.015306122,0.003898635,0.003120125,0.004,0,0.01490313,0.005813953,0.004878049,0,0,0.051020408,0.023715415,0.009345794,0,0,0.01183432,0,0,0,0.116296863,0,0,0.010968921,0,0,0,0,0,0,0,0,0,0,0
4.765419853,0.33,0,0,0.663366337,0.33,0.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0.132132132,0,0,0,0.112244898,0,0.112820513,0,0,0.055276382,0.044715447,0,0,0,0,0,0,0,0,0.04,0.134556575,0.046218487,0.277310924,0,0.153043478,0.040219378,0,0.390243902,0,0,0,0,0,0.071544715,0.030790763,0,0.104018913,0.07177814,0,0,0,0,0,0,0,0,0,0.134146341,0,0,0,0,0,0,0,0,0,0.112244898,0,0,0,0,0,0,0,0,0,0,0,0.384279476,0,0.112820513,0.401826484,0,0,0,0,0,0,0,0,0,0,0.112244898,0.085769981,0.068642746,0,0.074074074,0,0,0,0,0.158273381,0,0.173913043,0,0,0,0,0,0,0.091476091,0.168324407,0.112820513,0,0,0,0,0,0,0,0,0,0,0,0,0
4.732514104,0.99,0,0,0,0,0,0.66,0.34,0,0.92,0.07,0,0.01,0.96,0,0,0,0,0,0,0,0.91,0.024390244,0,0,0,0,0,0,0.097560976,0,0,0,0,0,0,0.020325203,0,0,0.028309105,0.071180556,0,0,0,0,0.010909091,0,0.080882353,0.214285714,0,0,0.010968921,0,0,0,0,0.226851852,0.0304679,0,0,0.013995801,0,0,0.019575856,0,0,0,0,0,0,0,0,1,0,0,0,0,0.020512821,0.005340454,0,0,0,0,0,0.035714286,0,0,0,0,0,0.002570694,0,0,0,0,0,0,0,0.003652968,0.006349206,0.041825095,0,0.009950249,0,0,0.096551724,0,0,0,0,0,0,0,0.006734007,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0.052792655,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.701811079,0,0,0,0.99009901,0,0,0,0.5,0.5,1,0,0,0,0.4,0.6,0,0,0,0,0,0.5,0,0.086585366,0.103741497,0.092807425,0.049751244,0,0.191082803,0.098039216,0,0,0.230769231,0,0.03875969,0.186335404,0.06281407,0.010162602,0.149253731,0.260683761,0.100229533,0.157986111,0.090909091,0,0.092807425,0.113636364,0,0.278287462,0.12710084,0,0,0.052173913,0.045703839,0,0.088691796,0,0,0,0.099020675,0,0.016260163,0.020993702,0.350574713,0,0.016313214,0.057971014,0,0,0,0.077071291,0,0,0.045558087,0.442622951,0,0,0,0,0,0.02670227,0,0.330578512,0.045454545,0.125663717,0,0.267857143,0,0.041580042,0,0.015873016,0.191082803,0.077763496,0.025157233,0.049751244,0,0.078125,0,0,0.051282051,0.092237443,0,0.025348542,0.082644628,0.124378109,0.093283582,0,0.034482759,0.103649635,0.064184852,0.044345898,0,0.038986355,0.07800312,0.04,0.084175084,0.15052161,0.072674419,0.06097561,0.358267717,0.107913669,0,0.140316206,0,0,0,0,0,0.188679245,0.041580042,0.061973986,0,0,0.054844607,0,0,0,0,0,0.508333333,0.029761905,0.435582822,0,0.58045977,0
4.680174831,0.89,0,0,0.108910891,0.89,0.11,0,0,0,1,0,0,0,0,0.11,0,0,0,0,0,0.11,0,0.056097561,0.078231293,0,0.114427861,0,0,0,0,0,0,0.117948718,0.089147287,0,0.057788945,0.046747967,0,0.196581197,0,0,0,0,0,0,0,0,0.048319328,0,0,0,0.042047532,0,0,0,0,0,0,0,0.074796748,0.161651505,0.534482759,0.108747045,0,0.133333333,0.194915254,0,0,0,0,0,0,0,0,0,0,0.231155779,0,0.06141522,0,0,0,0,0,0,0,0,0,0.073015873,0,0.029562982,0,0.114427861,0,0,0,0,0.117948718,0,0,0,0,0.114427861,0,0,0,0,0.059050064,0,0.117346939,0.089668616,0.071762871,0,0.077441077,0,0.066860465,0.056097561,0,0.165467626,0,0,0,0,0.252747253,0,0,0,0.095634096,0.035195103,0,0.272189349,0,0,0,0,0,0,0,0,0,0,0,0
4.575735931,0.19,0.74,0.05,0.00990099,0,0,0,0.78,0.22,0.99,0.01,0,0,0.87,0.06,0,0,0,0,0,0,0.01,0.21097561,0,0.006960557,0,0,0.01910828,0.007352941,0,0,0,0.007692308,0,0.01863354,0,0.159552846,0,0,0.03289977,0.008680556,0,0,0.018561485,0,0.01,0.01529052,0,0.006302521,0,0.005217391,0.150822669,0,0.006651885,0.021428571,0,0,0.286180631,0.320214669,0.092682927,0.270818754,0,0.007092199,0.349102773,0,0,0,0,0.005780347,0,0,0.116173121,0,0.009146341,0,0,0.015075377,0,0.126835781,0,0,0,0,0,0,0,0,0,0.004761905,0.01910828,0.03470437,0.201257862,0,0,0,0.048034934,0,0,0.098630137,0,0.006337136,0,0.007462687,0.233208955,0,0,0,0.024390244,0.006651885,0.007653061,0,0,0.028,0.013468013,0,0.235465116,0.187804878,0,0,0.443877551,0,0,0,0,0,0,0.018867925,0,0.016832441,0,0,0.009140768,0,0,0,0,0,0,0,0,0,0,0
4.564467175,0.33,0.22,0.44,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.6,0,0,0,0,0.16097561,0,0,0.492537313,0,0,0,0,0,0,0.253846154,0.38372093,0,0.165829146,0.134146341,0,0,0.429227238,0.229166667,0,0,0,0,0,0,0.138655462,0,0,0,0.030164534,0,0,0,0,0,0.143634385,0.236135957,0,0.11546536,0,0.234042553,0,0.573913043,0,0,0.25255102,0.38150289,0,0.170103093,0,0,0,0,0,0,0,0.044058745,0,0,0,0.233628319,0,0,0,0.274428274,0,0.052380952,0,0.360539846,0,0.328358209,0,0,0,0,0.338461538,0.060273973,0.052380952,0,0,0.492537313,0,0,0,0.19270073,0,0,0,0.257309942,0.205928237,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274428274,0,0.338461538,0,0,0,0,0,0,0,0,0,0,0,0,0
4.530017563,0.17,0.5,0.17,0.168316832,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159235669,0,0,0,0.384615385,0,0,0.155279503,0.031407035,0,0,0.213675214,0,0,0,0,0,0,0,0,0,0,0,0,0.368372943,0,0,0,0,0,0.986942329,0,0.040650407,0,0,0,0,0,0.105932203,0,0,0,0,0,0,0,0,0,0,0,0,0.303070761,0,0,0,0,0,0.223214286,0,0,0,0.4,0.159235669,0.080976864,0.221383648,0,0,0.390625,0,0,0,0,0.43968254,0.351077313,0,0.062189055,0,0,0,0,0,0,0,0,0,0,0.042087542,0,0,0,0,0.179856115,0,0,0,0.274368231,0,0,0,0.157232704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.447888755,0.8,0.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117827085,0.534722222,0,0,0,0,0,0,0.323529412,0,0,0,0.140767824,0,0,0,0,0.712962963,0,0,1,0.10776767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098971722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23565417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.427585392,0.33,0,0,0.653465347,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.098780488,0.091836735,0.187935035,0,0,0,0.034313725,0,0,0,0,0,0,0,0.014227642,0.208955224,0.115384615,0.010711553,0.071180556,0.127272727,0,0.187935035,0.159090909,0.037272727,0.042813456,0.113445378,0,0,0.024347826,0,0,0,0,0,0,0.058759521,0,0,0.009797061,0,0,0,0,0,0,0,0,0,0,0.031890661,0.147540984,0,0,0,0.070351759,0.21025641,0,0,0,0,0.072566372,0,0.125,0,0,0,0,0,0,0,0,0,0.109375,0.179039301,0,0,0.012785388,0,0,0,0,0,0.177631579,0,0,0.087291399,0,0,0,0,0.028,0,0.061102832,0.098837209,0.098780488,0.05511811,0.244604317,0,0.027667984,0,0.14801444,0,0,0,0,0,0.031369549,0,0,0.02559415,0,0,0,0,0,0,0,0.251533742,0,0.235632184,0
4.42148341,0.33,0.63,0.03,0.00990099,0.68,0.32,0,0,0,0.88,0.11,0,0,0.02,0.02,0.01,0,0.26,0,0,0.02,0.04,0.013414634,0,0.060324826,0,0,0,0,0,0,0,0.012820513,0,0,0.006281407,0.412601626,0,0.098290598,0.010711553,0.164930556,0,0,0.05800464,0,0.147272727,0.149847095,0.211134454,0,0,0,0.346435101,0,0,0.042857143,0,0.166666667,0.025027203,0,0.073170732,0.284814556,0.074712644,0.011820331,0.009787928,0,0,0,0,0,0,0,0.054669704,0,0,0,0,0.030150754,0,0.001335113,0,0,0,0,0,0.071428571,0,0,0,0.003174603,0,0.229434447,0.003773585,0,0,0,0.008733624,0,0,0.00456621,0.003174603,0.002534854,0.074380165,0,0,0.059210526,0,0,0.026957638,0.00886918,0.005102041,0.003898635,0.007800312,0.022,0,0.002980626,0.026162791,0.023170732,0.181102362,0.086330935,0.117346939,0.494071146,0,0.007220217,0,0,0,0,0,0.141545524,0.01025641,0,0,0.006060606,0.013071895,0,0,0.00619195,0,0.005952381,0,0,0,0.007575758
4.368851834,0.6,0.2,0.2,0,0,1,0,0,0,0.8,0.2,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131097561,0,0,0,0,0,0,0,0,0,0,0.406512605,0,0,0,0,0,0,0.921428571,0,0,0,0,0,0.090272918,0,0,0,0,0,0,0,0,0,0,0,0,0.393292683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17716895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254940711,0,0,0,0,0,0,0,0.247130834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.23956359,0,0.33,0.67,0,0.67,0.33,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.068292683,0,0,0,0,0,0,0,0,0,0.430769231,0,0,0.211055276,0.340447154,0,0.11965812,0,0.243055556,0,0,0,0,0,0,0.147058824,0,0,0,0.229433272,0,0,0,0,0,0,0,0.045528455,0.234429671,0,0.463356974,0,0,0.237288136,0,0,0,0,0,0,0,0,0,0,0.140703518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143316195,0.176100629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215661104,0.372505543,0,0,0.262090484,0.112,0,0,0.244186047,0.204878049,0,0.100719424,0,0,0,0,0,0,0,0,0,0,0.358974359,0,0.1023766,0,0,0,0,0.520123839,0,0.5,0,0,0,0.636363636
4.199639423,1,0,0,0,0,0.96,0.04,0,0,0.94,0.06,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094149909,0,0,0,0,0,0.055495103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51758794,0,0.137516689,0,0,0,0,0,0,0,0,0,0.163492063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.097271787,0.71,0,0,0.287128713,0.57,0.43,0,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103636364,0,0.119747899,0,0,0,0,0,0,0,0,0,0,0,0.185365854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104109589,0,0,0,0,0,0,0,0,0,0.252771619,0,0,0,0,0.191919192,0.169895678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436878347,0,0,0,0.690909091,0,0,0,0,0,0,0,0,0,0
4,0.1,0.9,0,0,0,0,0,0,1,0.9,0.1,0,0,1,0,0,0,0,0,0,1,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0.463567839,0.56300813,0,0,0,0,0,0,0,0,0,0,0,0.31092437,0,0,0.033820841,0,0,0,0,0,0,0.660107335,0,0.438768369,0,0,0.601957586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246995995,0,0,0,0,0,0,0,0.69022869,0,0.293650794,0,0,0.046540881,0,0,0,0,0,0,0.168949772,0,0,0,0,0.481343284,0,0,0,0,0,0,0,0.575663027,0,0,0,0.536337209,0.359756098,0,0,0,0,0,0,0,0,0,0,0.767151767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.997719625,0,0.36,0.62,0.01980198,0,0,0,0,1,0.85,0.15,0,0,0.98,0,0,0,0,0,0,1,0.83,0.137804878,0.020408163,0.102088167,0.268656716,0,0,0,0,0,0,0.294871795,0.209302326,0,0.144472362,0.107723577,0.029850746,0.02991453,0.015302219,0.026041667,0,0,0.097447796,0,0.102727273,0.021406728,0.040966387,0.014705882,0,0,0.049360146,0,0,0,0,0,0.029379761,0.205724508,0.040650407,0.10986704,0,0.278959811,0.261011419,0.32173913,0,0,0,0.208092486,0,0.278350515,0.038724374,0.109289617,0.350609756,0,0,0.100502513,0.01025641,0.033377837,0.576512456,0,0,0.012389381,0,0.017857143,0,0.004158004,0.402135231,0.026984127,0,0.01092545,0.033962264,0.263681592,0,0,0.008733624,0,0.276923077,0.026484018,0.031746032,0.027883397,0,0.268656716,0.009328358,0,0,0,0.145057766,0.239467849,0,0.191033138,0.184087363,0,0.207070707,0.17585693,0.014534884,0.047560976,0.019685039,0.025179856,0.035714286,0.003952569,0,0.018050542,0.010989011,0,0,0,0.234927235,0.086457536,0,0.01183432,0,0,0,0,0,0,0,0,0.030674847,0,0.028735632,0
3.933314809,0.11,0.11,0.56,0.227722772,0,0.91,0.09,0,0,0.94,0.06,0,0,0.06,0,0,0,0,0,0,0,0,0.009756098,0.017006803,0.051044084,0,0,0,0.009803922,0,0.045918367,0.061538462,0,0,0,0.010050251,0.012195122,0,0.034188034,0.003060444,0.065972222,0.018181818,0,0.051044084,0,0.016363636,0.110091743,0.06197479,0.016806723,0,0.006956522,0.029250457,0,0.139689579,0.142857143,0,0.046296296,0.008705114,0,0.105691057,0.032890133,0.011494253,0,0.009787928,0,0.008474576,0,0,0.003853565,0,0,0.082004556,0.196721311,0.109756098,0,0,0.100502513,0.041025641,0.034712951,0,0.016528926,0,0,0.045918367,0.017857143,0,0,0,0.038095238,0,0.002570694,0.030188679,0.004975124,0,0.015625,0.069868996,0,0,0.108675799,0.044444444,0.025348542,0.049586777,0,0,0.013157895,0,0,0.01283697,0,0,0.007797271,0.009360374,0,0.006734007,0,0.01744186,0.007317073,0.086614173,0.107913669,0,0.067193676,0,0.0433213,0.010989011,0,0,0,0.004158004,0.06503443,0,0.01183432,0.010968921,0.024242424,0.013071895,0,0,0,0,0,0.024539877,0,0.022988506,0
