Groups,Size
45,large
45,large
45,large
45,large
45,average
45,average
45,large
45,average
45,large
45,large
45,large
45,large
45,large
45,large
45,large
45,large
45,large
45,average
45,large
45,large
45,average
45,average
45,average
45,large
45,large
45,large
45,large
45,large
45,large
45,large
45,large
45,large
45,average
45,average
45,average
45,average
45,large
45,average
45,large
45,average
45,large
45,large
45,large
45,average
45,large
45,large
45,average
45,large
45,average
45,large
45,large
45,large
45,average
45,large
45,large
45,large
45,large
45,large
45,smallest
45,large
45,large
45,large
45,large
45,large
45,large
45,average
45,average
45,large
45,average
45,large
45,average
45,average
45,large
45,large
45,average
45,average
45,large
45,average
45,large
45,large
45,average
45,large
45,average
45,average
45,small
46,large
46,small
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,large
46,average
46,large
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,large
46,large
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,small
46,average
46,small
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,average
46,small
46,smallest
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,average
47,average
47,average
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,average
47,large
47,large
47,large
47,large
47,large
47,large
47,average
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,large
47,average
47,average
47,average
47,average
47,average
47,average
47,average
48,average
48,small
48,average
48,average
48,large
48,average
48,large
48,large
48,average
48,large
48,large
48,large
48,large
48,average
48,average
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,average
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,average
48,large
48,average
48,large
48,large
48,large
48,average
48,large
48,large
48,large
48,average
48,average
48,large
48,average
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,average
48,large
48,average
48,average
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,large
48,average
48,average
48,large
48,large
48,large
48,average
48,large
48,large
48,large
48,large
48,large
48,average
48,large
48,large
48,large
48,average
48,small
49,small
49,average
49,average
49,small
49,small
49,small
49,small
49,average
49,average
49,average
49,average
49,small
49,small
49,average
49,average
49,average
49,average
49,small
49,large
49,small
49,average
49,average
49,large
49,average
49,small
49,small
49,small
49,small
49,small
49,average
49,small
49,small
49,small
49,average
49,average
49,average
49,small
49,average
49,average
49,small
49,small
49,small
49,average
49,small
49,small
49,small
49,small
49,small
49,average
49,small
49,average
49,average
49,average
49,small
49,small
49,large
49,small
49,average
49,average
49,average
49,small
49,average
49,average
49,small
49,small
49,small
49,average
49,small
49,average
49,average
49,average
49,small
49,small
49,small
49,small
49,average
49,small
49,small
49,average
49,small
49,average
49,average
49,average
49,average
49,average
49,average
49,average
49,small
49,average
49,average
49,average
49,average
49,average
49,average
49,average
49,average
49,small
49,average
49,average
49,small
49,small
49,small
49,small
49,small
49,small
49,smallest
49,small
49,smallest
49,small
50,large
50,average
50,large
50,average
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
50,large
51,small
51,smallest
51,smallest
51,small
51,large
51,large
51,smallest
51,smallest
51,large
51,smallest
51,smallest
51,large
51,average
51,smallest
51,smallest
51,large
51,large
51,large
51,large
51,large
51,large
51,large
51,large
51,large
51,average
51,large
51,large
51,large
51,large
51,large
51,smallest
51,large
51,large
51,large
51,large
51,large
51,small
51,large
51,large
51,large
51,large
51,large
51,large
51,large
51,large
51,large
51,large
51,large
51,large
51,large
51,smallest
51,smallest
51,large
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,large
51,small
51,small
51,smallest
51,average
51,smallest
51,smallest
51,smallest
51,small
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,smallest
51,small
51,smallest
51,smallest
52,small
52,small
52,small
52,small
52,small
52,average
52,small
52,small
52,small
52,small
52,small
52,small
52,small
52,small
52,small
52,small
52,small
52,small
52,small
52,small
52,small
52,small
52,average
52,small
52,small
52,small
52,small
52,small
52,small
52,small
52,smallest
52,small
52,small
52,small
52,small
52,smallest
52,small
52,small
52,smallest
52,small
52,small
52,small
52,small
52,small
52,small
52,small
52,small
52,small
52,small
52,smallest
52,smallest
52,smallest
52,smallest
52,small
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,smallest
52,small
52,small
52,small
52,small
52,small
52,small
52,small
52,small
52,small
52,small
52,small
52,small
53,large
53,smallest
53,average
53,smallest
53,average
53,large
53,large
53,large
53,average
53,large
53,large
53,average
53,average
53,large
53,large
53,large
53,large
53,large
53,average
53,large
53,large
53,large
53,large
53,large
53,large
53,average
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
53,large
54,smallest
54,average
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,average
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,average
54,average
54,small
54,average
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,smallest
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,average
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
54,small
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
55,smallest
56,small
56,small
56,small
56,small
56,average
56,small
56,small
56,small
56,average
56,small
56,small
56,average
56,small
56,small
56,small
56,small
56,small
56,small
56,average
56,small
56,small
56,average
56,average
56,average
56,average
56,average
56,small
56,small
56,small
56,average
56,average
56,average
56,average
56,small
56,average
56,average
56,average
56,average
56,average
56,average
56,average
56,small
56,average
56,average
56,average
56,average
56,average
56,average
56,average
56,average
56,small
56,small
56,small
56,small
56,small
56,average
56,small
56,small
56,average
56,small
56,small
56,small
56,small
56,small
56,average
56,small
56,small
56,small
56,small
56,small
56,average
56,average
56,average
56,average
56,average
56,average
56,average
56,average
56,average
56,average
56,average
56,average
56,average
56,small
56,small
56,small
56,small
56,small
56,small
56,small
56,small
56,small
56,small
56,small
57,large
57,average
57,large
57,average
57,average
57,average
57,large
57,average
57,large
57,average
57,average
57,large
57,large
57,average
57,average
57,large
57,average
57,average
57,large
57,large
57,large
57,large
57,large
57,large
57,average
57,large
57,average
57,average
57,average
57,average
57,large
57,average
57,average
57,large
57,average
57,average
57,large
57,average
57,large
57,large
57,large
57,average
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,large
57,average
57,large
57,average
57,large
57,average
57,large
57,average
57,average
57,average
57,average
57,average
57,average
57,average
57,average
57,average
57,average
57,average
57,average
57,average
57,average
57,smallest
57,average
57,average
57,average
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
58,smallest
59,large
59,large
59,large
59,large
59,large
59,large
59,large
59,large
59,large
59,large
59,large
59,large
59,large
59,large
59,large
59,large
59,average
59,large
59,large
59,average
59,large
59,large
59,large
59,average
59,average
59,average
59,average
59,average
59,average
59,average
59,average
59,average
59,average
59,average
59,average
59,average
59,average
59,average
59,average
59,average
59,average
59,average
59,average
59,average
59,large
59,large
59,average
59,average
59,large
59,average
59,large
59,large
59,average
59,large
59,average
59,large
59,average
59,average
59,average
59,large
59,large
59,average
59,average
59,average
59,average
59,large
59,average
59,large
59,large
59,large
59,large
59,average
59,average
59,average
59,average
59,average
59,average
59,average
59,average
59,average
59,large
59,average
59,average
59,average
59,average
59,average
59,average
59,average
60,large
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,large
60,large
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,average
60,large
60,large
60,large
60,large
60,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
61,large
62,average
62,average
62,average
62,average
62,average
62,average
62,average
62,average
62,average
62,average
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,small
62,average
62,small
62,small
62,small
62,small
62,small
62,small
62,large
62,average
62,large
62,small
62,small
62,small
62,average
62,average
62,average
62,average
62,small
62,small
62,large
62,small
62,large
62,small
62,small
62,large
62,large
62,large
62,small
62,large
62,large
62,large
62,large
62,small
62,average
62,large
62,average
62,large
62,large
62,average
62,average
62,average
62,large
62,average
62,average
62,small
63,average
63,average
63,average
63,average
63,large
63,average
63,average
63,average
63,average
63,average
63,average
63,average
63,average
63,average
63,average
63,average
63,large
63,average
63,small
63,small
63,small
63,average
63,average
63,average
63,average
63,average
63,average
63,large
63,average
63,average
63,large
63,small
63,small
63,average
63,small
63,average
63,average
63,average
63,average
63,average
63,average
63,average
63,average
63,small
63,average
63,average
63,average
63,average
63,average
63,small
63,small
63,small
63,small
63,small
63,average
63,average
63,average
63,small
63,small
63,small
63,smallest
63,smallest
63,smallest
63,average
63,large
63,average
63,large
63,average
63,large
63,average
63,large
63,large
63,large
63,average
63,small
63,average
63,large
63,large
63,average
63,average
63,small
64,average
64,large
64,small
64,large
64,average
64,average
64,small
64,small
64,small
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,smallest
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
64,large
65,small
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,average
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,smallest
65,small
65,small
65,small
65,small
65,smallest
65,small
65,small
65,small
65,small
65,small
65,small
65,small
65,smallest
65,small
65,small
65,small
65,small
65,small
65,small
65,small
66,small
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,average
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,large
66,average
66,large
66,large
66,large
67,large
67,smallest
67,large
67,smallest
67,smallest
67,small
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,small
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,small
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,average
67,small
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
67,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,large
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
68,smallest
69,smallest
69,smallest
69,smallest
69,small
69,small
69,small
69,small
69,small
69,small
69,small
69,small
69,smallest
69,smallest
69,small
69,small
69,small
69,small
69,small
69,small
69,small
69,smallest
69,small
69,smallest
69,small
69,smallest
69,small
69,small
69,smallest
69,small
69,small
69,small
69,small
69,small
69,smallest
69,average
69,average
69,average
69,small
69,small
69,small
69,small
69,small
69,small
69,small
69,small
69,small
69,small
69,small
69,small
69,small
69,small
69,small
69,small
69,smallest
69,small
69,small
69,small
69,small
69,small
69,small
69,small
69,small
69,average
69,small
69,smallest
69,smallest
69,small
69,smallest
69,small
69,small
69,small
69,small
69,large
69,small
69,small
69,small
69,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
70,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,small
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
71,smallest
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,smallest
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,large
72,small
72,large
72,small
72,small
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,average
72,smallest
73,smallest
73,average
73,average
73,average
73,average
73,average
73,average
73,average
73,average
73,average
73,average
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,average
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,large
73,average
73,average
73,average
73,average
73,average
73,average
73,average
73,average
73,average
73,average
73,average
73,average
73,average
73,average
73,large
73,large
73,average
74,smallest
74,smallest
74,smallest
74,smallest
74,smallest
74,small
74,smallest
74,smallest
74,smallest
74,smallest
74,smallest
74,smallest
74,smallest
74,smallest
74,smallest
74,small
74,smallest
74,smallest
74,smallest
74,smallest
74,smallest
74,smallest
74,smallest
74,small
74,smallest
74,smallest
74,small
74,small
74,small
74,small
74,small
74,small
74,smallest
74,smallest
74,smallest
74,average
74,average
74,small
74,smallest
74,smallest
74,smallest
74,average
74,smallest
74,smallest
74,average
74,smallest
74,average
74,small
74,small
74,small
74,small
74,smallest
74,smallest
74,smallest
74,smallest
74,smallest
74,smallest
74,average
74,smallest
74,smallest
74,smallest
74,smallest
74,average
74,small
74,small
74,small
74,smallest
74,smallest
74,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,small
75,smallest
75,small
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
75,smallest
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
76,average
77,large
77,average
77,average
77,average
77,average
77,average
77,small
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,average
77,small
77,small
78,large
78,small
78,smallest
78,smallest
78,smallest
78,small
78,small
78,small
78,small
78,small
78,small
78,smallest
78,small
78,smallest
78,smallest
78,small
78,smallest
78,smallest
78,smallest
78,smallest
78,small
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,small
78,smallest
78,small
78,smallest
78,smallest
78,small
78,small
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,small
78,small
78,small
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
78,smallest
79,average
79,small
79,average
79,average
79,smallest
79,average
79,average
79,average
79,small
79,large
79,small
79,average
79,average
79,average
79,average
79,average
79,average
79,average
79,small
79,average
79,large
79,small
79,average
79,small
79,average
79,small
79,average
79,average
79,average
79,average
79,average
79,average
79,average
79,average
79,average
79,large
79,average
79,small
79,average
79,large
79,average
79,average
79,large
79,average
79,average
79,large
79,average
79,large
79,large
79,large
79,average
79,small
79,small
79,small
79,small
79,small
79,average
79,large
79,average
79,average
80,large
80,average
80,large
80,large
80,average
80,average
80,large
80,large
80,average
80,average
80,average
80,large
80,large
80,average
80,average
80,large
80,large
80,large
80,average
80,large
80,average
80,large
80,average
80,average
80,large
80,large
80,average
80,large
80,large
80,large
80,large
80,average
80,large
80,average
80,average
80,large
80,large
80,large
80,large
80,large
80,large
80,average
80,large
80,large
80,average
80,large
80,large
80,average
80,average
80,average
80,average
80,large
80,large
80,large
80,large
80,average
80,large
80,large
80,small
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,average
81,large
